"CodComune";"Comune";"Provincia";"TipoIstituto";"CodiceScuola";"Denominazione";"CodiceIstituto";"DenominazioneIstituto";"Alunni";"Hand";"Classi";"Ciclo";"annoScolastico";"ComuneIstituto";"CodComuneIstituto"
"087052";"VALVERDE";"CATANIA";;"CTEE85506R";"VIA DANTE";"CTIC85500D";"IC P. G. M. ALLEGRA-VALVERDE";"94";"7";"5";"Primario";"2021-2022";"VALVERDE";"087052"
"083104";"VENETICO";"MESSINA";;"MEEE82001B";"VENETICO MARINA";"MEIC820009";"I.C.STEFANO D'ARRIGO VENETICO";"166";"9";"10";"Primario";"2021-2022";"VENETICO";"083104"
"082077";"VENTIMIGLIA DI SICILIA";"PALERMO";;"PAEE812038";"VENTIMIGLIA DI SICILIA";"PAIC812004";"I.C. CIMINNA -DON RIZZO";"67";"1";"5";"Primario";"2021-2022";"CIMINNA";"082030"
"087053";"VIAGRANDE";"CATANIA";;"CTEE85601B";"IC VERGA VIAGRANDE";"CTIC856009";"IC GIOVANNI VERGA - VIAGRANDE";"449";"21";"22";"Primario";"2021-2022";"VIAGRANDE";"087053"
"082078";"VICARI";"PALERMO";;"PAEE81604L";"VICARI- G. FALCONE";"PAIC81600B";"I.C. ALFONSO GIORDANO";"86";"6";"7";"Primario";"2021-2022";"LERCARA FRIDDI";"082045"
"082079";"VILLABATE";"PALERMO";;"PAEE09501G";"D.D. VILLABATE I - DON MILANI";"PAEE09500E";"D.D. VILLABATE I - DON MILANI";"342";"13";"19";"Primario";"2021-2022";"VILLABATE";"082079"
"082079";"VILLABATE";"PALERMO";;"PAEE09503N";"H.C. ANDERSEN";"PAEE09500E";"D.D. VILLABATE I - DON MILANI";"100";"3";"7";"Primario";"2021-2022";"VILLABATE";"082079"
"082079";"VILLABATE";"PALERMO";;"PAEE09504P";"LA RINASCITA";"PAEE09500E";"D.D. VILLABATE I - DON MILANI";"82";"2";"6";"Primario";"2021-2022";"VILLABATE";"082079"
"082079";"VILLABATE";"PALERMO";;"PAEE11301X";"D.D. VILLABATE II- V. FIDUCCIA";"PAEE11300V";"D.D. VILLABATE II";"435";"18";"20";"Primario";"2021-2022";"VILLABATE";"082079"
"082079";"VILLABATE";"PALERMO";;"PAEE113021";"PALAGONIA";"PAEE11300V";"D.D. VILLABATE II";"292";"11";"13";"Primario";"2021-2022";"VILLABATE";"082079"
"084043";"VILLAFRANCA SICULA";"AGRIGENTO";;"AGEE826038";"VILLAFRANCA SICULA";"AGIC826004";"IC - A.G. RONCALLI";"57";"0";"5";"Primario";"2021-2022";"BURGIO";"084005"
"083105";"VILLAFRANCA TIRRENA";"MESSINA";;"MEEE819028";"LEONARDO SCIASCIA";"MEIC819005";"IC VILLAFRANCA TIRRENA";"87";"3";"5";"Primario";"2021-2022";"VILLAFRANCA TIRRENA";"083105"
"083105";"VILLAFRANCA TIRRENA";"MESSINA";;"MEEE819039";"VILLAFRANCA TIRRENA";"MEIC819005";"IC VILLAFRANCA TIRRENA";"211";"6";"12";"Primario";"2021-2022";"VILLAFRANCA TIRRENA";"083105"
"083105";"VILLAFRANCA TIRRENA";"MESSINA";;"MEEE81905B";"VALLONELLO";"MEIC819005";"IC VILLAFRANCA TIRRENA";"104";"9";"6";"Primario";"2021-2022";"VILLAFRANCA TIRRENA";"083105"
"082080";"VILLAFRATI";"PALERMO";;"PAEE817019";"PRIMARIA PADRE PINO PUGLISI";"PAIC817007";"I.C. BEATO DON PINO PUGLISI";"160";"6";"10";"Primario";"2021-2022";"VILLAFRATI";"082080"
"085022";"VILLALBA";"CALTANISSETTA";;"CLEE80402P";"STEFANO MULE' BERTOLO-VILLALBA";"CLIC80400G";"VALLELUNGA PRAT. - MARIANOPOLI";"53";"1";"5";"Primario";"2021-2022";"VALLELUNGA PRATAMENO";"085021"
"086020";"VILLAROSA";"ENNA";;"ENEE82103T";"FRAZ. VILLAPRIOLO";"ENIC82100N";"E.DE AMICIS";"10";"1";"1";"Primario";"2021-2022";"ENNA";"086009"
"086020";"VILLAROSA";"ENNA";;"ENEE82104V";"S. PELLICO";"ENIC82100N";"E.DE AMICIS";"152";"10";"11";"Primario";"2021-2022";"ENNA";"086009"
"081023";"VITA";"TRAPANI";;"TPEE81304L";"PLESSO L.CAPUANA";"TPIC81300B";"I.C. F.VIVONA CALATAFIMI";"58";"7";"5";"Primario";"2021-2022";"CALATAFIMI-SEGESTA";"081003"
"088012";"VITTORIA";"RAGUSA";;"RGEE03501P";"SS.ROSARIO";"RGEE03500N";"VITTORIA QUARTO CIRCOLO";"230";"6";"13";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE035071";"G. RODARI";"RGEE03500N";"VITTORIA QUARTO CIRCOLO";"189";"7";"10";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE80202B";"LEONARDO SCIASCIA";"RGIC802008";"LEONARDO SCIASCIA";"315";"2";"15";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE80203C";"A. CAMPANELLA PRIMARIA";"RGIC802008";"LEONARDO SCIASCIA";"60";"1";"3";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE81501C";"FODERA'";"RGIC81500A";"SAN BIAGIO";"117";"9";"7";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE82701P";"FRANCESCO PAPPALARDO";"RGIC82700L";"FRANCESCO PAPPALARDO";"579";"25";"26";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE82801E";"VIA ROMA";"RGIC82800C";"FILIPPO TRAINA";"449";"32";"22";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE82901A";"PORTELLA DELLE GINESTRE";"RGIC829008";"PORTELLA DELLA GINESTRA";"276";"10";"15";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE82902B";"G.CONSOLINO";"RGIC829008";"PORTELLA DELLA GINESTRA";"128";"6";"7";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE83401T";"PAPA GIOVANNI XXIII";"RGIC83400Q";"I.C. GIOVANNI XXIII - COLONNA";"540";"14";"25";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE83402V";"SCUOLA OSPEDALIERA";"RGIC83400Q";"I.C. GIOVANNI XXIII - COLONNA";"23";"0";"1";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE83501N";"G. CARUANO PRIMARIA";"RGIC83500G";"GIUSEPPE CARUANO";"233";"7";"12";"Primario";"2021-2022";"VITTORIA";"088012"
"088012";"VITTORIA";"RAGUSA";;"RGEE83502P";"LOMBARDO RADICE";"RGIC83500G";"GIUSEPPE CARUANO";"171";"3";"9";"Primario";"2021-2022";"VITTORIA";"088012"
"087054";"VIZZINI";"CATANIA";;"CTEE85902X";"AGOSTA";"CTIC85900R";"I.C.S. GIOVANNI VERGA";"71";"5";"4";"Primario";"2021-2022";"VIZZINI";"087054"
"087054";"VIZZINI";"CATANIA";;"CTEE859031";"ALBANICCHI";"CTIC85900R";"I.C.S. GIOVANNI VERGA";"139";"9";"8";"Primario";"2021-2022";"VIZZINI";"087054"
"087055";"ZAFFERANA ETNEA";"CATANIA";;"CTEE08301R";"CD ZAFFERANA ETNEA";"CTEE08300Q";"CD ZAFFERANA ETNEA";"291";"10";"15";"Primario";"2021-2022";"ZAFFERANA ETNEA";"087055"
"087055";"ZAFFERANA ETNEA";"CATANIA";;"CTEE860013";"FLERI";"CTIC860001";"IC F.DE ROBERTO -ZAFFERANA";"43";"2";"3";"Primario";"2021-2022";"ZAFFERANA ETNEA";"087055"
"087055";"ZAFFERANA ETNEA";"CATANIA";;"CTEE860024";"PISANO";"CTIC860001";"IC F.DE ROBERTO -ZAFFERANA";"45";"4";"4";"Primario";"2021-2022";"ZAFFERANA ETNEA";"087055"
"087055";"ZAFFERANA ETNEA";"CATANIA";;"CTEE860035";"SARRO";"CTIC860001";"IC F.DE ROBERTO -ZAFFERANA";"77";"4";"5";"Primario";"2021-2022";"ZAFFERANA ETNEA";"087055"
"088001";"ACATE";"RAGUSA";;"RGMM832015";"A. VOLTA";"RGIC832004";"CAP. PUGLISI";"328";"6";"13";"Secondario I grado";"2021-2022";"ACATE";"088001"
"087001";"ACI BONACCORSI";"CATANIA";;"CTMM85501E";"ACI BONACCORSI";"CTIC85500D";"IC P. G. M. ALLEGRA-VALVERDE";"147";"8";"8";"Secondario I grado";"2021-2022";"VALVERDE";"087052"
"087002";"ACI CASTELLO";"CATANIA";;"CTMM81601X";"I.C. FALCONE";"CTIC81600V";"IC G. FALCONE - ACICASTELLO";"381";"23";"20";"Secondario I grado";"2021-2022";"ACI CASTELLO";"087002"
"087003";"ACI CATENA";"CATANIA";;"CTMM814018";"SEBASTIANO SCANDURA";"CTIC814007";"IC SCANDURA ACI CATENA";"298";"15";"15";"Secondario I grado";"2021-2022";"ACI CATENA";"087003"
"087003";"ACI CATENA";"CATANIA";;"CTMM815014";"F.GUGLIELMINO - ACICATENA";"CTIC815003";"IC F.GUGLIELMINO ACICATENA";"347";"21";"22";"Secondario I grado";"2021-2022";"ACI CATENA";"087003"
"087005";"ACI SANT'ANTONIO";"CATANIA";;"CTMM8AR01B";"S.M. VILLAGGIO COSTANZO";"CTIC8AR00A";"I - I.C. FABRIZIO DE ANDRE'";"260";"13";"12";"Secondario I grado";"2021-2022";"ACI SANT'ANTONIO";"087005"
"087005";"ACI SANT'ANTONIO";"CATANIA";;"CTMM8AS01L";"SMS A. DE GASPERI-ACI S.ANTONIO";"CTIC8AS00G";"II - I.C. A. DE GASPERI";"210";"14";"11";"Secondario I grado";"2021-2022";"ACI SANT'ANTONIO";"087005"
"087004";"ACIREALE";"CATANIA";;"CTMM81801G";"PAOLO VASTA - ACIREALE";"CTIC81800E";"V - I.C. P.VASTA ACIREALE";"355";"16";"18";"Secondario I grado";"2021-2022";"ACIREALE";"087004"
"087004";"ACIREALE";"CATANIA";;"CTMM81901B";"GIOVANNI XXIII - ACIREALE";"CTIC81900A";"VI - I.C. GIOV. XXIII ACIREALE";"153";"9";"8";"Secondario I grado";"2021-2022";"ACIREALE";"087004"
"087004";"ACIREALE";"CATANIA";;"CTMM830016";"SC.MEDIA VIGO FUCCIO-LA SPINA";"CTIC830005";"II -IC FUCCIO-LASPINA ACIREALE";"189";"15";"11";"Secondario I grado";"2021-2022";"ACIREALE";"087004"
"087004";"ACIREALE";"CATANIA";;"CTMM8AT01C";"S.M. S. MARIA AMMALATI";"CTIC8AT00B";"I - I.C. VIA MARCH. S.GIULIANO";"164";"15";"10";"Secondario I grado";"2021-2022";"ACIREALE";"087004"
"087004";"ACIREALE";"CATANIA";;"CTMM8AU018";"S.M. SCILLICHENTI - GUARDIA";"CTIC8AU007";"III - I.C. RODARI ACIREALE";"157";"9";"8";"Secondario I grado";"2021-2022";"ACIREALE";"087004"
"087004";"ACIREALE";"CATANIA";;"CTMM8AV014";"SMS G.GALILEI - ACIREALE";"CTIC8AV003";"IV - I.C. GALILEI ACIREALE";"502";"9";"23";"Secondario I grado";"2021-2022";"ACIREALE";"087004"
"085001";"ACQUAVIVA PLATANI";"CALTANISSETTA";;"CLMM81902B";"S.M. ACQUAVIVA PLATANI";"CLIC819009";"P. EMILIANI GIUDICI MUSSOMELI";"9";"0";"1";"Secondario I grado";"2021-2022";"MUSSOMELI";"085012"
"083107";"ACQUEDOLCI";"MESSINA";;"MEMM826019";"VERGA ACQUEDOLCI";"MEIC826008";"ACQUEDOLCI";"147";"6";"8";"Secondario I grado";"2021-2022";"ACQUEDOLCI";"083107"
"087006";"ADRANO";"CATANIA";;"CTMM095001";"SMS GIUSEPPE MAZZINI - ADRANO";"CTMM095001";"SMS GIUSEPPE MAZZINI - ADRANO";"488";"21";"25";"Secondario I grado";"2021-2022";"ADRANO";"087006"
"087006";"ADRANO";"CATANIA";;"CTMM8A101R";"SMS GUZZARDI - ADRANO";"CTIC8A100Q";"GIUSEPPE GUZZARDI";"409";"30";"15";"Secondario I grado";"2021-2022";"ADRANO";"087006"
"087006";"ADRANO";"CATANIA";;"CTMM8A201L";"SMS GIOVANNI VERGA - ADRANO";"CTIC8A200G";"II- ISTITUTO COMPRENSIVO ADRANO";"285";"27";"14";"Secondario I grado";"2021-2022";"ADRANO";"087006"
"086001";"AGIRA";"ENNA";;"ENMM81901P";"D. SICULO - AGIRA";"ENIC81900N";"G. GIUSTI SINOPOLI";"242";"12";"13";"Secondario I grado";"2021-2022";"AGIRA";"086001"
"084001";"AGRIGENTO";"AGRIGENTO";;"AGMM820016";"ANNA FRANK";"AGIC820005";"IC - ANNA FRANK";"311";"16";"17";"Secondario I grado";"2021-2022";"AGRIGENTO";"084001"
"084001";"AGRIGENTO";"AGRIGENTO";;"AGMM821012";"G.GARIBALDI";"AGIC821001";"IC - AGRIGENTO CENTRO";"304";"8";"16";"Secondario I grado";"2021-2022";"AGRIGENTO";"084001"
"084001";"AGRIGENTO";"AGRIGENTO";;"AGMM82201T";"A.CASTAGNOLO";"AGIC82200R";"IC - ESSENETO";"319";"18";"17";"Secondario I grado";"2021-2022";"AGRIGENTO";"084001"
"084001";"AGRIGENTO";"AGRIGENTO";;"AGMM82401D";"SALVATORE TORNABENE";"AGIC82400C";"IC - S. QUASIMODO";"244";"13";"13";"Secondario I grado";"2021-2022";"AGRIGENTO";"084001"
"084001";"AGRIGENTO";"AGRIGENTO";;"AGMM855015";"FEDERICO II-MOSE-M.HACK PERUZZO";"AGIC855004";"IC - RITA LEVI MONTALCINI";"325";"12";"16";"Secondario I grado";"2021-2022";"AGRIGENTO";"084001"
"086002";"AIDONE";"ENNA";;"ENMM82602V";"F.CORDOVA - AIDONE";"ENIC82600R";"FALCONE-CASCINO";"99";"1";"6";"Secondario I grado";"2021-2022";"PIAZZA ARMERINA";"086014"
"081001";"ALCAMO";"TRAPANI";;"TPMM810011";"S.M. NINO NAVARRA ALCAMO";"TPIC81000X";"I.C. N.NAVARRA ALCAMO";"434";"16";"21";"Secondario I grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";;"TPMM81101R";"SC. MEDIA MIRABELLA";"TPIC81100Q";"I.C. MARIA MONTESSORI";"158";"25";"10";"Secondario I grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";;"TPMM81201L";"S.M. P.M. ROCCA ALCAMO";"TPIC81200G";"I.C. P.M. ROCCA ALCAMO";"312";"11";"16";"Secondario I grado";"2021-2022";"ALCAMO";"081001"
"081001";"ALCAMO";"TRAPANI";;"TPMM83401D";"S.M. S. BAGOLINO ALCAMO";"TPIC83400C";"I.C. S. BAGOLINO ALCAMO";"330";"10";"16";"Secondario I grado";"2021-2022";"ALCAMO";"081001"
"083001";"ALCARA LI FUSI";"MESSINA";;"MEMM885026";"MM DONADEI";"MEIC885004";"N.2MARCONIS.AGATA MILIT.";"27";"0";"2";"Secondario I grado";"2021-2022";"SANT'AGATA DI MILITELLO";"083084"
"084002";"ALESSANDRIA DELLA ROCCA";"AGRIGENTO";;"AGMM812017";"A.MANZONI";"AGIC812006";"IC - A. MANZONI";"52";"2";"3";"Secondario I grado";"2021-2022";"ALESSANDRIA DELLA ROCCA";"084002"
"083002";"ALI'";"MESSINA";;"MEMM83702R";"ALI'";"MEIC83700P";"ALI' TERME";"20";"0";"2";"Secondario I grado";"2021-2022";"ALI' TERME";"083003"
"083003";"ALI' TERME";"MESSINA";;"MEMM83701Q";"ALI' TERME";"MEIC83700P";"ALI' TERME";"67";"3";"4";"Secondario I grado";"2021-2022";"ALI' TERME";"083003"
"082001";"ALIA";"PALERMO";;"PAMM82802Q";"SCUOLA SEC. I GRADO F. ORESTANO";"PAIC82800N";"I.C. ALIA/ROCCAPALUMBA/VALLEDOL";"84";"5";"6";"Secondario I grado";"2021-2022";"ALIA";"082001"
"082002";"ALIMENA";"PALERMO";;"PAMM820036";"ALIMENA-CASATI";"PAIC820003";"I.C. CASTELLANA S. /POLIZZI G.";"24";"0";"2";"Secondario I grado";"2021-2022";"CASTELLANA SICULA";"082024"
"082003";"ALIMINUSA";"PALERMO";;"PAMM825028";"ALIMINUSA-S.ST.DI MONTEMAGGIORE";"PAIC825006";"I.C. MONTEMAGGIORE BELSITO";"25";"1";"3";"Secondario I grado";"2021-2022";"MONTEMAGGIORE BELSITO";"082051"
"082004";"ALTAVILLA MILICIA";"PALERMO";;"PAMM811019";"ALTAVILLA-MONS.GAGLIANO";"PAIC811008";"I.C. ALTAVILLA MILICIA";"217";"14";"11";"Secondario I grado";"2021-2022";"ALTAVILLA MILICIA";"082004"
"082005";"ALTOFONTE";"PALERMO";;"PAMM84301R";"ALTOFONTE-ARMAFORTE";"PAIC84300Q";"I.C. ALTOFONTE - E. ARMAFORTE";"300";"11";"17";"Secondario I grado";"2021-2022";"ALTOFONTE";"082005"
"083004";"ANTILLO";"MESSINA";;"MEMM88904G";"CARLO SMIROLDO";"MEIC88900B";"I.C.S.TERESA DI RIVA";"19";"0";"2";"Secondario I grado";"2021-2022";"SANTA TERESA DI RIVA";"083089"
"084003";"ARAGONA";"AGRIGENTO";;"AGMM84601A";"V.E.ORLANDO";"AGIC846009";"IC - L. CAPUANA";"266";"5";"15";"Secondario I grado";"2021-2022";"ARAGONA";"084003"
"086003";"ASSORO";"ENNA";;"ENMM80501R";"E.PANTANO - ASSORO";"ENIC80500Q";"'E.PANTANO' (ASSORO)";"126";"1";"7";"Secondario I grado";"2021-2022";"ASSORO";"086003"
"089001";"AUGUSTA";"SIRACUSA";;"SRMM81401C";"2^ I.C CORBINO AUGUSTA";"SRIC81400B";"II I.C. O. M. CORBINO AUGUSTA";"208";"9";"11";"Secondario I grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";;"SRMM83001A";"3^ I.C.TODARO AUGUSTA";"SRIC830009";"III I.C. S. TODARO AUGUSTA";"217";"15";"12";"Secondario I grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";;"SRMM831016";"4^ I.C.D.COSTA AUGUSTA";"SRIC831005";"IV I.C. D. COSTA AUGUSTA";"211";"2";"10";"Secondario I grado";"2021-2022";"AUGUSTA";"089001"
"089001";"AUGUSTA";"SIRACUSA";;"SRMM837015";"1^ I.C.P.DI NAPOLI AUGUSTA";"SRIC837004";"I I.C. P. DI NAPOLI AUGUSTA";"267";"8";"13";"Secondario I grado";"2021-2022";"AUGUSTA";"089001"
"089002";"AVOLA";"SIRACUSA";;"SRMM83301T";"SCUOLA MEDIA BIANCA";"SRIC83300R";"II I.C. G. BIANCA AVOLA";"398";"31";"19";"Secondario I grado";"2021-2022";"AVOLA";"089002"
"089002";"AVOLA";"SIRACUSA";;"SRMM83401N";"3^I.C.CAPUANA";"SRIC83400L";"III I.C. L. CAPUANA AVOLA";"499";"19";"26";"Secondario I grado";"2021-2022";"AVOLA";"089002"
"082006";"BAGHERIA";"PALERMO";;"PAMM06400T";"SMS SCIANNA C.";"PAMM06400T";"SMS SCIANNA C.";"711";"40";"32";"Secondario I grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAMM83601N";"BAGHERIA-T.AIELLO";"PAIC83600L";"I.C. BAGHERIA - T. AIELLO";"162";"20";"9";"Secondario I grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAMM84901Q";"BAGHERIA-ASPRA";"PAIC84900P";"I.C. BAGHERIA IV - ASPRA";"137";"16";"7";"Secondario I grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAMM86501N";"BAGHERIA-BUTTITTA IGNAZIO";"PAIC86500L";"I.C. BAGHERIA- IGNAZIO BUTTITTA";"446";"45";"24";"Secondario I grado";"2021-2022";"BAGHERIA";"082006"
"082006";"BAGHERIA";"PALERMO";;"PAMM8BA01X";"BAGHERIA-SMS CARDUCCI";"PAIC8BA00V";"CARDUCCI GRAMSCI";"553";"32";"28";"Secondario I grado";"2021-2022";"BAGHERIA";"082006"
"082007";"BALESTRATE";"PALERMO";;"PAMM83701D";"BALESTRATE-RETTORE F.EVOLA";"PAIC83700C";"I.C. RETTORE F.EVOLA";"145";"7";"9";"Secondario I grado";"2021-2022";"BALESTRATE";"082007"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEMM82401N";"D'ALCONTRES BARCELLONA";"MEIC82400L";"I.C. D'ALCONTRES";"427";"20";"21";"Secondario I grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEMM82501D";"FOSCOLO BARCELLONA";"MEIC82500C";"I.C. FOSCOLO";"309";"18";"15";"Secondario I grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEMM827015";"BASTIANO GENOVESE";"MEIC827004";"I.C. B.GENOVESE";"326";"8";"16";"Secondario I grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEMM88101T";"VERGA";"MEIC88100R";"I.C. CAPUANA";"151";"16";"9";"Secondario I grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"083005";"BARCELLONA POZZO DI GOTTO";"MESSINA";;"MEMM898017";"PORTOSALVO";"MEIC898006";"I.C. MILITI";"28";"2";"2";"Secondario I grado";"2021-2022";"BARCELLONA POZZO DI GOTTO";"083005"
"086004";"BARRAFRANCA";"ENNA";;"ENMM82301A";"S.M.S. VERGA - BARRAFRANCA";"ENIC823009";"EUROPA (BARRAFRANCA)";"177";"12";"11";"Secondario I grado";"2021-2022";"BARRAFRANCA";"086004"
"086004";"BARRAFRANCA";"ENNA";;"ENMM824016";"DON MILANI - BARRAFRANCA";"ENIC824005";"S.G.BOSCO (BARRAFRANCA)";"201";"9";"11";"Secondario I grado";"2021-2022";"BARRAFRANCA";"086004"
"082008";"BAUCINA";"PALERMO";;"PAMM812026";"BAUCINA-S. ST. CIMINNA";"PAIC812004";"I.C. CIMINNA -DON RIZZO";"60";"1";"4";"Secondario I grado";"2021-2022";"CIMINNA";"082030"
"082009";"BELMONTE MEZZAGNO";"PALERMO";;"PAMM838019";"BELMONTE MEZZAGNO";"PAIC838008";"I.C.S. EMANUELE VENTIMIGLIA";"460";"33";"22";"Secondario I grado";"2021-2022";"BELMONTE MEZZAGNO";"082009"
"087007";"BELPASSO";"CATANIA";;"CTMM10300P";"SMS N. MARTOGLIO - BELPASSO";"CTMM10300P";"SMS N. MARTOGLIO - BELPASSO";"664";"57";"32";"Secondario I grado";"2021-2022";"BELPASSO";"087007"
"087007";"BELPASSO";"CATANIA";;"CTMM81301C";"I.C.S. GIOVANNI PAOLO II";"CTIC81300B";"I.C.S. GIOVANNI PAOLO II";"183";"10";"10";"Secondario I grado";"2021-2022";"BELPASSO";"087007"
"087008";"BIANCAVILLA";"CATANIA";;"CTMM099008";"SMS LUIGI STURZO - BIANCAVILLA";"CTMM099008";"SMS LUIGI STURZO - BIANCAVILLA";"548";"0";"30";"Secondario I grado";"2021-2022";"BIANCAVILLA";"087008"
"087008";"BIANCAVILLA";"CATANIA";;"CTMM82001G";"ANTONIO BRUNO";"CTIC82000E";"IC A. BRUNO - BIANCAVILLA";"313";"23";"15";"Secondario I grado";"2021-2022";"BIANCAVILLA";"087008"
"082010";"BISACQUINO";"PALERMO";;"PAMM85001X";"MONS.G.BACILE = BISACQUINO";"PAIC85000V";"I.C. BISACQUINO MONS. G.BACILE";"105";"6";"6";"Secondario I grado";"2021-2022";"BISACQUINO";"082010"
"084004";"BIVONA";"AGRIGENTO";;"AGMM812039";"G. MELI";"AGIC812006";"IC - A. MANZONI";"97";"4";"6";"Secondario I grado";"2021-2022";"ALESSANDRIA DELLA ROCCA";"084002"
"082082";"BLUFI";"PALERMO";;"PAMM83004T";"BLUFI-S.ST. PETRALIA SOPRANA";"PAIC83000N";"I.C. PETRALIA SOPRANA";"42";"0";"3";"Secondario I grado";"2021-2022";"PETRALIA SOPRANA";"082055"
"082011";"BOLOGNETTA";"PALERMO";;"PAMM839026";"LUIGI PIRANDELLO";"PAIC839004";"I.C. MARINEO - BOLOGNETTA";"127";"6";"6";"Secondario I grado";"2021-2022";"MARINEO";"082046"
"082012";"BOMPIETRO";"PALERMO";;"PAMM83003R";"BOMPIETRO-S.ST.PETRALIA SOPRANA";"PAIC83000N";"I.C. PETRALIA SOPRANA";"19";"1";"2";"Secondario I grado";"2021-2022";"PETRALIA SOPRANA";"082055"
"082013";"BORGETTO";"PALERMO";;"PAMM81401R";"BORGETTO-SALAMONE MARINO";"PAIC81400Q";"I.C. BORGETTO/ PARTINICO";"171";"10";"10";"Secondario I grado";"2021-2022";"BORGETTO";"082013"
"083007";"BROLO";"MESSINA";;"MEMM83901B";"BROLO";"MEIC83900A";"BROLO";"192";"4";"10";"Secondario I grado";"2021-2022";"BROLO";"083007"
"087009";"BRONTE";"CATANIA";;"CTMM119008";"SMS L. CASTIGLIONE BRONTE";"CTMM119008";"SMS L. CASTIGLIONE BRONTE";"537";"27";"28";"Secondario I grado";"2021-2022";"BRONTE";"087009"
"089003";"BUCCHERI";"SIRACUSA";;"SRMM86402E";"SECONDARIA I GRADO BUCCHERI";"SRIC86400C";"I.C. VALLE DELL'ANAPO";"38";"1";"3";"Secondario I grado";"2021-2022";"FERLA";"089008"
"084005";"BURGIO";"AGRIGENTO";;"AGMM826015";"A.G.RONCALLI";"AGIC826004";"IC - A.G. RONCALLI";"52";"1";"3";"Secondario I grado";"2021-2022";"BURGIO";"084005"
"089004";"BUSCEMI";"SIRACUSA";;"SRMM86403G";"SECONDARIA I GRADO BUSCEMI";"SRIC86400C";"I.C. VALLE DELL'ANAPO";"12";"1";"1";"Secondario I grado";"2021-2022";"FERLA";"089008"
"081002";"BUSETO PALIZZOLO";"TRAPANI";;"TPMM814029";"SC. MEDIA A.MANZONI";"TPIC814007";"I.C. G. PITRE - A. MANZONI";"63";"2";"3";"Secondario I grado";"2021-2022";"CASTELLAMMARE DEL GOLFO";"081005"
"085003";"BUTERA";"CALTANISSETTA";;"CLMM82402V";"S.M. MARIO GORI - BUTERA";"CLIC82400R";"GELA E BUTERA";"96";"5";"6";"Secondario I grado";"2021-2022";"GELA";"085007"
"082014";"CACCAMO";"PALERMO";;"PAMM8AF01C";"CACCAMO-MONS.V.AGLIALORO";"PAIC8AF00B";"I.C. CACCAMO - G. BARBERA";"207";"8";"11";"Secondario I grado";"2021-2022";"CACCAMO";"082014"
"084006";"CALAMONACI";"AGRIGENTO";;"AGMM85702T";"VINCENZO SPATARO";"AGIC85700Q";"IC - F. CRISPI";"29";"1";"2";"Secondario I grado";"2021-2022";"RIBERA";"084033"
"086005";"CALASCIBETTA";"ENNA";;"ENMM81502C";"G.VERGA - CALASCIBETTA";"ENIC81500A";"SANTA CHIARA";"82";"7";"6";"Secondario I grado";"2021-2022";"ENNA";"086009"
"087010";"CALATABIANO";"CATANIA";;"CTMM82101B";"G.MACHERIONE -CALATABIANO";"CTIC82100A";"IC G.MACHERIONE -CALATABIANO";"84";"2";"5";"Secondario I grado";"2021-2022";"CALATABIANO";"087010"
